"Keyword","SERP Position","Avg. Search Volume (Last 12 months)","Estimated Visits","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"local business",12,170,1,"Spain","5.68",1,,-11,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,210,260,260,210,210,260,210,170,90,170,170,210,170,140,170,170,170,210,170,170,110,170,210,170,110
"microsoft ads",12,1600,12,"Spain","22.68",9,21,-7,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1600,1600,1600,1600,1900,1300,1600,1000,1300,1600,1600,1300,1600,1300,1900,1600,1600,1300,1900,1000,1300,1600,1300,1300
"nails and friends",12,720,5,"Spain","0.57",14,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,390,260,210,390,390,390,720,590,880,1600,1600,1300,1000,720,720,880,720,590,880,1000,1300,1600,1600,1600,1000,880,720,1000,880,720,880,880,1300,1600,1600,1600,1300,1300,1300,1000,880,720,880,880,1900,1600,1600,1300,,,,,720,720,880,880,880,1000,1000,720,590,720,390,590
"northdeco",12,5400,40,"Spain","0.92",100,21,183,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,2900,3600,2400,2400,1900,1900,1900,1900,1900,2900,2900,,,3600,2900,3600,4400,3600,3600,6600,9900,8100,8100,9900,6600
"ortopedia curto",12,590,4,"Spain","1.00",33,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,390,480,720,390,480,590,480,320,390,390,480,,,,,,,,,,,,,,,,,,720,590,720,590,590,590,720,480,720,720,590,590
"pescaworld",12,390,2,"Spain","",36,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,880,880,880,880,720,720,480,590,720,720,590,,,,,,,,,,,,,,,,,,,480,260,390,480,390,320,390,480,390,390,210,140
"php frameworks",12,140,1,"Spain","",2,,-72,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,720,720,590,590,590,480,390,720,720,720,480,590,590,720,480,480,480,480,320,720,590,590,390,480,480,480,390,390,390,390,320,590,590,480,390,590,480,480,480,480,320,320,260,480,480,390,260,170,170,170,140,140,90,90,70,110,110,140,70
"posicionar web barcelona",12,720,5,"Spain","4.90",2,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,880,1300,1300,880,390,320,210,2400,480,390,260
"páginas web diseño",12,210,1,"Spain","4.86",41,39,0,"HOMEPAGES, CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,170,170,170,170,140,90,110,70,90,110,110,110,110,210,320,260,210,320,210,90,390,110,110,110
"que es un consultor seo",12,110,0,"Spain","",,26,121,"CORPORATE_BLOG_POSTS","","Missing words in title","Featured Snippet","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","10","10","50","40","20","30","10","20","20","30",10,10,20,50,40,30,20,10,10,10,40,30,10,30,20,10,30,50,40,30,20,30,70,90,40,50,40,110,110,50,30,30,30,40,30,10,20,20,40,40,50,30,30,20,30,30,20,20,20,30,30,30,20,40,50,40,50,50,30,70,30,40,20,30,50,70,10,30,40,40,40,50,50,70,140,170,170,90,20,20,40,170,90,110,110
"rm distribucions",12,110,0,"Spain","",1,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,170,590,720,480,260,170,170,170,170,140,110,,,,,,,,,,,,,,,,,,140,90,140,90,110,140,90,70,110,110,110,70
"seo en barcelona",12,260,1,"Spain","",10,26,-48,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,110,90,70,70,90,110,110,70,90,90,110,90,90,110,90,110,90,140,170,110,90,170,140,210,210,110,260,170,260,90,90,170,170,140,140,210,390,170,170,320,260,210,210,210,140,110,170,320,260,260,170,260,390,320,260,140,110,140,720,210,140,90
"tasadores joyeros",12,480,3,"Spain","0.62",25,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,320,320,390,390,390,480,480,480,480,480,480,,,,,,,,,,,,,,,,,,,480,480,480,480,590,480,480,480,480,590,720,590
"tienda shin chan",12,90,0,"Spain","0.12",98,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,90,110,70,90,70,70,70,70,70,110,70
"web design company website",12,210,1,"Spain","3.16",23,,,"","","","","","","","","","","0","0","0","0","0",0,0,0,0,0,0,0,0,10,0,0,0,"10","0","0","10","10","0","10","0","0","10","10","0","10","0","0","0","0","0","10","0","0",0,0,0,0,10,10,0,0,10,0,,,,0,0,0,0,0,0,0,10,10,10,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,10,10,0,0,10,0,10,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,260,210,210,210,260,210,320,210,320,260,20,30
"agencia posicionamiento",13,260,1,"Spain","4.62",0,30,21,"HOMEPAGES, LISTICLES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,170,260,210,260,320,260,210,260,260,260,110,70,90,90,70,70,90,70,50,50,40,50,50,70,110,110,50,50,70,320,170,170,170,170,140,140,140,170,110,170,110,70,110,170,110,110,70,50,50,50,50,50,90,140,320,480,480,390,260,140,70,590,90,90,50
"agencia seo españa",13,320,1,"Spain","9.53",34,16,-38,"HOMEPAGES, LISTICLES","navigational","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,260,170,140,140,170,140,210,260,170,170,140,170,210,140,110,170,260,170,110,140,880,170,390,210,260,210,110,480,90,210,210,260,140,140,170,320,170,260,260,210,210,260,260,320,210,140,170,140,140,140,170,260,390,480,480,320,210,140,70,720,140,70,70
"agencia social media",13,880,5,"Spain","3.89",12,30,16,"LISTICLES, HOMEPAGES","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,260,390,320,210,320,260,390,390,320,320,260,320,260,320,260,320,320,210,260,320,210,390,390,260,260,170,260,260,260,320,260,170,210,210,320,320,320,260,320,260,320,260,590,390,260,260,320,390,260,320,390,1000,1300,1300,720,390,320,260,3600,390,480,260
"agencias de diseño barcelona",13,320,1,"Spain","2.52",9,18,13,"CORPORATE_BLOG_POSTS, HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,90,40,70,40,40,70,50,30,70,70,90,110,50,50,70,70,70,30,170,30,20,50,90,40,50,50,70,140,50,50,110,50,50,50,90,90,140,50,110,90,70,50,70,90,40,50,50,90,140,70,260,480,590,390,210,90,90,90,880,90,110,140
"agencias redes sociales",13,1000,5,"Spain","5.65",20,16,,"LISTICLES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,260,210,210,210,320,320,260,320,260,390,320,,,,,,,,,,,,,,,,,,,,,,,720,1000,1600,1300,880,480,320,320,3600,720,720,480
"centre mèdic aragó",13,1000,5,"Spain","0.41",7,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,880,1000,1000,880,880,1300,1300,1300,1300,880,880
"centro médico aragón barcelona",13,170,1,"Spain","1.33",15,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,210,210,140,170,210,170,140,140,170,90,110
"clinica cuadros mollet",13,170,1,"Spain","2.24",7,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,140,140,170,210,140,210,110,170,170,170,140
"clinica embriogyn tarragona",13,260,1,"Spain","12.62",11,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,260,260,210,260,320,320,260,210,210,260,260
"creadores de pagina web profesional",13,260,1,"Spain","11.29",54,,2,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,70,110,110,70,70,110,90,90,70,50,50,30,50,110,70,70,70,110,90,110,90,110,110,140,140,140,170,210,210,260,260,210,210,170,140,110,110,140,170,110,170,260,210,390,480,320,260,140,140,590,210,140,110
"cualesmiip.com",13,590,3,"Spain","0.19",0,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,720,590,590,590,480,480,390,720,590,480,480
"disenador de paginas web",13,390,2,"Spain","",7,34,-18,"","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,170,70,90,70,70,70,70,110,110,90,90,,,70,90,70,40,50,40,40,140,210,590,590,720,480,590,390,140,880,110,50,20
"diseñador grafico y web",13,170,1,"Spain","2.86",37,,-54,"","","","","","10","10","10","10","10","10","10","10","10","10",20,10,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,390,210,260,320,210,210,260,210,320,260,260,260,320,260,320,390,320,210,210,260,320,260,260,320,320,260,320,260,260,170,170,260,260,260,210,320,210,,,,,,,,,,,,,,,,,,,,,,,,,260,260,210,320,260,170,210,210,210,210,170,260,260,260,260,170,90,90,260,170,70,50
"diseñadores pagina web",13,390,2,"Spain","5.04",34,34,-8,"HOMEPAGES, LISTICLES","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,320,260,260,260,210,170,140,210,210,170,210,260,480,480,480,390,480,260,140,720,170,260,110
"diseño de pagina",13,140,0,"Spain","3.03",30,37,-26,"GUIDES","","Missing words in title","Featured Snippet","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,50,90,210,210,140,210,260,260,260,210,140,90,70,110,170,210,170,210,170,210,210,210,170,140,110,170,260,210,140,140,170,140,140,140,110,70,70,110,140,170,90,110,170,110,140,170,110,90,90,170,210,210,170,170,140,170,110,110,140,70,70,90,110,90,140,170,210,210,260,260,210,70,50,70,90,90,70
"diseño de páginas web profesionales",13,720,4,"Spain","7.98",3,14,52,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,390,480,390,480,260,210,210,320,320,260,260,210,170,170,140,140,140,90,110,140,140,110,90,90,110,140,140,90,140,140,110,210,210,210,210,170,170,170,140,170,170,170,140,170,170,210,260,320,720,1000,1300,590,260,140,210,2400,390,320,260
"diseño web profesional",13,1300,7,"Spain","5.66",10,15,40,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,1600,1900,1900,1300,1000,880,1000,1000,880,880,720,480,590,880,720,880,590,720,480,320,390,260,260,480,390,390,390,320,320,260,390,480,590,720,480,480,590,880,480,590,590,720,720,720,590,720,480,390,390,390,390,590,720,1600,1900,2400,1300,720,590,390,4400,720,720,480
"ecommerce españa",13,210,1,"Spain","5.06",56,30,,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,590,590,590,590,590,480,480,480,590,720,720,,,,,,,,,,,,,320,320,390,320,210,170,140,110,480,210,110,90
"empresas seo barcelona",13,140,0,"Spain","",15,16,-24,"LISTICLES","","Missing words in title","Map Pack","","5","10","20","5","5","5","5","5","5","5",10,5,25,10,10,5,10,10,10,5,10,10,"15","25","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,50,90,90,50,30,40,30,50,40,30,210,90,50,50,30,30,70,20,30,20,30,50,40,40,20,30,30,70,50,40,50,40,50,90,50,70,40,40,70,20,50,30,110,110,90,50,50,90,90,70,70,70,90,110,110,110,140,90,90,70,70,70,90,170,260,210,110,90,70,50,590,50,40,70
"encabezados seo",13,110,0,"Spain","",,10,,"CORPORATE_BLOG_POSTS","","Missing words in title","Featured Snippet","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,10,10,10,20,10,10,20,10,10,10,20,10,10,10,10,30,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,170,210,210,50,10,10,10,480,20,10,10
"especialista seo",13,880,5,"Spain","10.89",34,26,-8,"DOCUMENTATION, GUIDES, CORPORATE_BLOG_POSTS","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,390,480,390,480,320,320,390,480,590,590,390,390,320,390,320,320,260,320,390,390,480,480,320,390,480,590,320,390,320,320,260,480,590,480,590,390,590,480,590,480,320,320,390,390,390,320,390,590,1600,1600,1600,1000,590,320,320,2900,480,320,210
"google catalán",13,170,1,"Spain","",,,,"","","","","","","","","","","50","90","40","70","70",40,70,70,50,20,20,50,,,,,,"","","","","","","","","","","","","","2400","2900","1900","1600","1300","2400","2900","320",260,390,320,390,320,320,390,210,170,320,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,140,210,140,140,170,170,90,170,210,210,140
"google core update",13,260,1,"Spain","",,,5,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,260,320,260,140,210,140,590,390,210,140,140,390,320,170,480,210,260,210,480,170,140,210,480,210,260,210,210,480
"hot mail sin",13,6600,38,"Spain","",,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,0,"10","10","10","10","10","10","20","30","30","50","70","","","","","","","","","","",,,,10,10,10,10,,,,10,10,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100,6600,8100,8100,8100,8100,8100,5400,6600,8100,6600,5400
"l'esclop",13,320,1,"Spain","0.09",2,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,320,320,390,320,390,390,260,480,320,320,320
"mi pagina de facebook",13,110,0,"Spain","6.26",3,43,,"MEDIA_BLOGS","","Missing words in title","","","","","","","","","","","","170",170,260,210,210,140,140,170,110,110,170,110,140,"210","260","210","170","140","170","210","210","170","210","260","90","40","70","110","110","50","70","50","70","70",50,70,40,30,50,50,40,30,40,70,50,20,50,30,20,40,50,90,50,50,90,170,90,70,70,70,140,140,70,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,140,140,140,110,110,110,140,70,70,70,110
"ocome",13,140,0,"Spain","0.47",1,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,170,170,170,140,170,170,170,140,170,170,170,,,,,,,,,,,,,,,,,,140,140,140,110,140,110,140,90,140,110,140,140
"paginas de contacto",13,590,3,"Spain","2.71",37,19,,"","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,720,880,720,720,720,590,590,480,590,590,480,,,,,,880,720,720,720,720,590,590,590,590,590,480,480
"renuevo joyeria",13,110,0,"Spain","0.86",86,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,320,260,260,260,210,210,210,320,320,260,210,260,260,390,320,480,390,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,210,170,170,110,90,40,70,70,70,30,20
"seo españa",13,90,0,"Spain","7.27",43,33,-44,"HOMEPAGES, LISTICLES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,170,210,140,170,170,170,140,110,140,140,90,140,170,170,140,110,170,110,140,110,170,140,140,110,170,140,170,70,170,90,110,140,170,90,110,110,110,140,110,90,140,110,170,170,140,90,70,50,90,70,50,70
"seo long tail",13,210,1,"Spain","0.69",18,13,,"","","","","","","","","","","","30","20","40","20",20,30,30,30,30,10,30,20,170,140,140,110,"140","140","170","110","90","90","90","90","90","70","110","","","90","110","90","70","50","70","90","110",90,20,20,20,110,140,110,70,50,90,140,170,170,210,170,110,210,170,210,110,90,110,170,170,140,170,170,170,140,170,110,90,70,110,140,170,110,110,170,210,140,140,110,90,90,110,140,170,110,170,140,170,140,140,140,110,140,140,170,140,110,140,170,170,170,260,170,110,,,,,,170,590,590,590,320,110,50,40,30,70,30,30
"seo profesional",13,90,0,"Spain","1.30",36,18,-11,"HOMEPAGES","","Missing words in title","","","","","","","40","40","40","30","70","90",110,110,110,70,50,50,70,90,110,70,90,70,"70","90","90","110","70","90","70","70","50","50","90","50","70","70","50","70","40","40","70","90","50",50,140,110,110,90,70,90,90,70,70,90,90,110,90,50,50,50,70,40,70,50,90,140,70,50,50,40,40,40,40,90,90,70,70,50,50,50,40,50,50,40,20,40,40,110,90,70,70,70,70,30,40,30,40,40,30,30,50,50,30,40,30,30,40,40,50,20,40,20,30,30,10,50,40,40,140,210,170,210,210,50,30,30,20,30
"servicio diseño web",13,210,1,"Spain","2.87",9,18,-34,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,40,70,70,70,90,70,50,50,70,90,40,50,50,50,40,70,70,30,50,40,40,50,50,50,50,90,70,110,70,50,50,110,90,110,140,110,90,110,140,110,110,110,110,90,110,90,210,170,320,390,480,320,210,70,70,320,90,110,70
"tasadores joyeros barcelona",13,90,0,"Spain","0.71",69,,-32,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,50,50,50,50,90,70,90,110,110,90,140,110,90,110,90,90,90,90,140,50,70,90
"webmaster tools",13,2900,17,"Spain","9.16",0,29,-14,"LISTICLES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4400,4400,3600,3600,3600,2900,2900,3600,3600,2900,3600,3600,3600,3600,3600,2900,2900,2400,2900,2900,2900,2900
"agencia de google ads",14,320,1,"Spain","9.30",30,18,59,"HOMEPAGES","","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,20,50,40,50,20,30,30,20,20,40,40,50,90,50,50,70,50,50,50,90,70,110,170,140,140,210,140,140,140,140,170,170,210,260,320,390,260,210,110,90,90,170,390,480,590,390,170,110,90,1000,210,140,110
"agencia diseño web seo",14,140,0,"Spain","",1,17,44,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,10,20,10,70,140,50,10,390,320,170,40,110,10,40,90,170,210,30,10,140,20,50,70,40,70,110,90,70,50,20,40,20,30,30,40,40,40,30,40,20,30,50,140,170,210,170,30,20,30,480,70,40,20
"alternativa digital",14,720,4,"Spain","",0,,,"","","","","","","","","","","","","","","",,,,170,170,140,170,210,170,170,140,140,"170","140","170","170","140","140","210","","","","","","","170","170","210","170","170","170","210","210",170,210,170,210,170,170,210,210,170,210,260,210,210,260,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590,720,720,720,720,720,720,590,720,720,590,480
"ascensores rubori",14,210,1,"Spain","2.31",7,,,"","","","","","","","","","","","","","30","50",40,20,30,30,30,10,20,30,40,30,70,50,"70","50","50","50","30","20","50","110","140","70","50","","","50","70","50","50","30","50","70","90",40,70,50,50,70,70,50,70,40,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,210,170,210,170,320,110,260,260,210,210
"barrado peluches",14,140,0,"Spain","0.13",94,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","50","40","50","70","50","90","70","70","110","90","50","70",,,,40,50,70,50,90,140,110,110,90,70,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,140,110,110,170,110,140,170,210,170,210,170
"blog corporativos",14,170,0,"Spain","",7,,-41,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,170,260,110,170,210,170,170,140,110,70,70,110,210,170,110,140,170,210,260,170,90,70,30,390,170,70,50
